排名,国家/地区,GDP总量(人民币核算),所属洲,年份
排名第170,几内亚比绍,￥33.9357亿元,非洲国家,2002
排名第171,多米尼克,￥27.56241亿元,美洲国家,2002
排名第172,所罗门群岛,￥26.81748亿元,大洋州国家,2002
排名第173,西萨摩亚,￥23.34114亿元,大洋州国家,2002
排名第174,瓦努阿图,￥21.76851亿元,大洋州国家,2002
排名第175,科摩罗,￥20.85804亿元,非洲国家,2002
排名第176,密克罗尼西亚,￥20.11311亿元,大洋州国家,2002
排名第177,汤加,￥15.80907亿元,大洋州国家,2002
排名第178,贝劳,￥13.40874亿元,,2002
排名第179,马绍尔群岛,￥10.34625亿元,大洋州国家,2002
排名第180,圣多美和普林西比Sao,￥6.70437亿元,,2002
排名第181,基里巴斯,￥5.95944亿元,大洋州国家,2002
排名第182,图瓦卢,￥1.32432亿元,大洋州国家,2002
排名第183,瑙鲁,￥0亿元,大洋州国家,2002
排名第184,圣马力诺,￥0亿元,欧洲国家,2002
排名第185,索马里,￥0亿元,非洲国家,2002
排名第1,美国,￥952738.9836亿元,美洲国家,2003
排名第2,日本,￥368109.6426亿元,亚洲国家,2003
排名第3,德国,￥207796.5681亿元,欧洲国家,2003
排名第4,英国,￥168075.2451亿元,欧洲国家,2003
排名第5,法国,￥153261.8982亿元,欧洲国家,2003
排名第6,中国,￥138314.4639亿元,亚洲国家,2003
排名第7,意大利,￥130168.2405亿元,欧洲国家,2003
排名第8,西班牙,￥75203.82876亿元,欧洲国家,2003
排名第9,加拿大,￥73872.05946亿元,美洲国家,2003
排名第10,墨西哥,￥59038.43391亿元,美洲国家,2003
排名第11,韩国,￥56331.68937亿元,亚洲国家,2003
排名第12,印度,￥51182.40213亿元,亚洲国家,2003
排名第13,荷兰,￥47423.73366亿元,欧洲国家,2003
排名第14,巴西,￥46204.86264亿元,美洲国家,2003
排名第15,澳大利亚,￥44730.64617亿元,大洋州国家,2003
排名第16,俄罗斯,￥38267.21964亿元,欧洲国家,2003
排名第17,瑞士,￥29237.92311亿元,欧洲国家,2003
排名第18,瑞典,￥27405.89193亿元,欧洲国家,2003
排名第19,比利时,￥26454.45078亿元,欧洲国家,2003
排名第20,中国台湾,￥26350.98828亿元,亚洲,2003
排名第21,土耳其,￥25819.60488亿元,亚洲国家,2003
排名第22,奥地利,￥21621.1794亿元,欧洲国家,2003
排名第23,印度尼西亚,￥21141.77556亿元,亚洲国家,2003
排名第24,挪威,￥18840.1074亿元,欧洲国家,2003
排名第25,丹麦,￥18055.36503亿元,欧洲国家,2003
排名第26,波兰,￥18003.63378亿元,欧洲国家,2003
排名第27,沙特阿拉伯,￥17862.42816亿元,亚洲国家,2003
排名第28,希腊,￥16745.28147亿元,欧洲国家,2003
排名第29,南非,￥14505.77358亿元,非洲国家,2003
排名第30,芬兰,￥14186.61246亿元,欧洲国家,2003
排名第31,葡萄牙,￥13680.2256亿元,欧洲国家,2003
排名第32,爱尔兰,￥13620.21735亿元,欧洲国家,2003
排名第33,中国香港,￥13357.75368亿元,亚洲,2003
排名第34,伊朗,￥12642.2898亿元,亚洲国家,2003
排名第35,泰国,￥12604.29837亿元,亚洲国家,2003
排名第36,阿根廷,￥11434.75827亿元,美洲国家,2003
排名第37,以色列,￥10500.53328亿元,亚洲国家,2003
排名第38,阿闻酋,￥10292.11842亿元,亚洲国家,2003
排名第39,马来西亚,￥9795.33288亿元,亚洲国家,2003
排名第40,尼日利亚,￥8519.92995亿元,非洲国家,2003
排名第41,捷克,￥8247.94773亿元,欧洲国家,2003
排名第42,新加坡,￥8028.93831亿元,亚洲国家,2003
排名第43,哥伦比亚,￥7833.76665亿元,美洲国家,2003
排名第44,巴基斯坦,￥7423.55853亿元,亚洲国家,2003
排名第45,埃及,￥7048.94151亿元,非洲国家,2003
排名第46,匈牙利,￥7039.5885亿元,欧洲国家,2003
排名第47,菲律宾,￥6945.06516亿元,亚洲国家,2003
排名第48,委内瑞拉,￥6925.3659亿元,美洲国家,2003
排名第49,新西兰,￥6826.0419亿元,大洋州国家,2003
排名第50,波多黎各,￥6276.78018亿元,美洲,2003
排名第51,智利,￥6261.05388亿元,美洲国家,2003
排名第52,阿尔及利亚,￥5617.10328亿元,非洲国家,2003
排名第53,孟加拉国,￥5231.39508亿元,亚洲国家,2003
排名第54,秘鲁,￥4887.15465亿元,美洲国家,2003
排名第55,摩洛哥,￥4309.33728亿元,非洲国家,2003
排名第56,乌克兰,￥4304.8677亿元,欧洲国家,2003
排名第57,科威特,￥3960.04788亿元,亚洲国家,2003
排名第58,越南,￥3274.62951亿元,亚洲国家,2003
排名第59,克罗地亚,￥2868.72543亿元,欧洲国家,2003
排名第60,斯洛伐克,￥2816.08371亿元,欧洲国家,2003
排名第61,厄瓜多尔,￥2684.47941亿元,美洲国家,2003
排名第62,哈萨克斯坦,￥2552.13018亿元,亚洲国家,2003
排名第63,斯洛文尼亚,￥2461.41426亿元,欧洲国家,2003
排名第64,卢森堡,￥2451.15078亿元,欧洲国家,2003
排名第65,突尼斯,￥2272.36758亿元,非洲国家,2003
排名第66,利比亚,￥2167.41522亿元,非洲国家,2003
排名第67,卡塔尔,￥1947.90918亿元,亚洲国家,2003
排名第68,危地马拉,￥1814.15286亿元,美洲国家,2003
排名第69,叙利亚,￥1796.27454亿元,亚洲国家,2003
排名第70,阿曼,￥1790.64618亿元,亚洲国家,2003
排名第71,斯里兰卡,￥1789.57017亿元,亚洲国家,2003
排名第72,多米尼加共和国,￥1781.04486亿元,,2003
排名第73,保加利亚,￥1736.84568亿元,欧洲国家,2003
排名第74,黎巴嫩,￥1634.62473亿元,亚洲国家,2003
排名第75,立陶宛,￥1556.32431亿元,欧洲国家,2003
排名第76,白俄罗斯,￥1474.29924亿元,欧洲国家,2003
排名第77,苏丹,￥1460.47665亿元,非洲国家,2003
排名第78,肯尼亚,￥1390.20492亿元,非洲国家,2003
排名第79,伊拉克,￥1307.766亿元,亚洲国家,2003
排名第80,科特迪瓦,￥1269.36072亿元,非洲国家,2003
排名第81,萨尔瓦多,￥1245.44019亿元,美洲国家,2003
排名第82,塞浦路斯,￥1204.46904亿元,亚洲国家,2003
排名第83,安哥拉,￥1174.42353亿元,非洲国家,2003
排名第84,坦桑尼亚,￥1173.51306亿元,非洲国家,2003
排名第85,巴拿马,￥1133.45238亿元,美洲国家,2003
排名第86,喀麦隆,￥1128.1551亿元,非洲国家,2003
排名第87,加纳,￥1027.83786亿元,非洲国家,2003
排名第88,乌拉圭,￥998.78559亿元,美洲国家,2003
排名第89,缅甸,￥998.04066亿元,亚洲国家,2003
排名第90,也门,￥974.86506亿元,亚洲国家,2003
排名第91,拉脱维亚,￥972.79581亿元,欧洲国家,2003
排名第92,土库曼斯坦,￥945.56448亿元,亚洲国家,2003
排名第93,特立尼达和多巴哥,￥935.71485亿元,美洲国家,2003
排名第94,冰岛,￥935.63208亿元,欧洲国家,2003
排名第95,巴林,￥916.67775亿元,亚洲国家,2003
排名第96,约旦,￥843.92292亿元,亚洲国家,2003
排名第97,乌兹别克斯坦,￥838.37733亿元,亚洲国家,2003
排名第98,爱沙尼亚,￥815.45004亿元,欧洲国家,2003
排名第99,牙买加,￥744.43338亿元,美洲国家,2003
排名第100,埃塞俄比亚,￥713.72571亿元,非洲国家,2003
排名第101,波斯尼亚和黑塞哥维那,￥701.64129亿元,,2003
排名第102,津巴布韦,￥701.47575亿元,非洲国家,2003
排名第103,中国澳门,￥678.30015亿元,亚洲,2003
排名第104,洪都拉斯,￥673.7478亿元,美洲国家,2003
排名第105,玻利维亚,￥669.77484亿元,美洲国家,2003
排名第106,博茨瓦纳,￥623.92026亿元,非洲国家,2003
排名第107,文莱,￥602.48283亿元,亚洲国家,2003
排名第108,阿塞拜疆,￥602.23452亿元,亚洲国家,2003
排名第109,巴哈马,￥575.16873亿元,美洲国家,2003
排名第110,塞内加尔,￥568.79544亿元,非洲国家,2003
排名第111,乌干达,￥556.54548亿元,非洲国家,2003
排名第112,巴拉圭,￥545.28876亿元,美洲国家,2003
排名第113,加蓬,￥537.75669亿元,非洲国家,2003
排名第114,尼泊尔,￥523.76856亿元,亚洲国家,2003
排名第115,毛里求斯,￥481.47309亿元,非洲国家,2003
排名第116,阿尔巴尼亚,￥464.42247亿元,欧洲国家,2003
排名第117,巴布亚新几内亚,￥462.18768亿元,大洋州国家,2003
排名第118,莫桑比克,￥459.29073亿元,非洲国家,2003
排名第119,马达加斯加,￥453.08298亿元,非洲国家,2003
排名第120,马耳他,￥448.86171亿元,欧洲国家,2003
排名第121,尼加拉瓜,￥440.50194亿元,美洲国家,2003
排名第122,马斯顿,￥409.38042亿元,欧洲,2003
排名第123,纳米比亚,￥408.22164亿元,非洲国家,2003
排名第124,赞比亚,￥405.73854亿元,非洲国家,2003
排名第125,几内亚,￥393.90243亿元,非洲国家,2003
排名第126,马里,￥390.09501亿元,非洲国家,2003
排名第127,柬埔寨,￥386.12205亿元,亚洲国家,2003
排名第128,阿富汗,￥376.85181亿元,亚洲国家,2003
排名第129,布基纳法索,￥348.62724亿元,非洲国家,2003
排名第130,格鲁吉亚,￥330.33507亿元,亚洲国家,2003
排名第131,贝宁,￥323.87901亿元,非洲国家,2003
排名第132,赤道几内亚,￥311.62905亿元,非洲国家,2003
排名第133,刚果,￥289.94331亿元,非洲国家,2003
排名第134,巴巴多斯,￥271.07175亿元,美洲国家,2003
排名第135,马拉维,￥265.77447亿元,非洲国家,2003
排名第136,乍得,￥256.75254亿元,非洲国家,2003
排名第137,海地,￥244.9992亿元,美洲国家,2003
排名第138,亚美尼亚,￥232.33539亿元,亚洲国家,2003
排名第139,尼日尔,￥218.92665亿元,非洲国家,2003
排名第140,斐济,￥191.69532亿元,大洋州国家,2003
排名第141,斯威士兰,￥187.55682亿元,非洲国家,2003
排名第142,老挝,￥186.97743亿元,亚洲国家,2003
排名第143,摩尔多瓦,￥163.96737亿元,欧洲国家,2003
排名第144,吉尔吉斯斯坦,￥158.9184亿元,亚洲国家,2003
排名第145,蒙古,￥154.28328亿元,亚洲国家,2003
排名第146,卢旺达,￥151.88295亿元,非洲国家,2003
排名第147,多哥,￥138.80529亿元,非洲国家,2003
排名第148,苏里南,￥133.67355亿元,美洲国家,2003
排名第149,毛里塔尼亚,￥129.36951亿元,非洲国家,2003
排名第150,塔吉克斯坦,￥128.70735亿元,亚洲国家,2003
排名第151,塞拉利昂,￥114.2226亿元,非洲国家,2003
排名第152,圭亚那,￥99.07569亿元,美洲国家,2003
排名第153,莱索托,￥95.59935亿元,非洲国家,2003
排名第154,中非,￥91.8747亿元,非洲国家,2003
排名第155,马尔代夫,￥87.07404亿元,亚洲国家,2003
排名第156,伯利兹,￥81.9423亿元,美洲国家,2003
排名第157,佛得角,￥73.74807亿元,非洲国家,2003
排名第158,厄立特里亚,￥72.0099亿元,非洲国家,2003
排名第159,圣卢西亚,￥72.0099亿元,美洲国家,2003
排名第160,安提瓜和巴布达,￥70.85112亿元,美洲国家,2003
排名第161,布隆迪,￥64.97445亿元,非洲国家,2003
排名第162,塞舌尔,￥58.43562亿元,非洲国家,2003
排名第163,吉布提,￥51.97956亿元,非洲国家,2003
排名第164,格林纳达,￥48.91707亿元,美洲国家,2003
排名第165,不丹,￥47.59275亿元,亚洲国家,2003
排名第166,冈比亚,￥43.8681亿元,,2003
排名第167,利比里亚,￥42.29547亿元,非洲国家,2003
排名第168,圣文森特和格林纳丁斯,￥39.89514亿元,美洲国家,2003
排名第169,几内亚比绍,￥39.48129亿元,非洲国家,2003
排名第170,圣基茨和尼维斯,￥38.48805亿元,美洲国家,2003
排名第171,多米尼克,￥28.39011亿元,美洲国家,2003
排名第172,西萨摩亚,￥27.56241亿元,大洋州国家,2003
排名第173,科摩罗,￥26.90025亿元,非洲国家,2003
排名第174,所罗门群岛,￥25.98978亿元,大洋州国家,2003
排名第175,瓦努阿图,￥25.98978亿元,大洋州国家,2003
排名第176,密克罗尼西亚,￥20.36142亿元,大洋州国家,2003
排名第177,汤加,￥17.54724亿元,大洋州国家,2003
排名第178,贝劳,￥13.07766亿元,,2003
排名第179,马绍尔群岛,￥10.51179亿元,大洋州国家,2003
排名第180,圣多美和普林西比Sao,￥8.11146亿元,,2003
排名第181,基里巴斯,￥7.53207亿元,大洋州国家,2003
排名第182,图瓦卢,￥1.48986亿元,大洋州国家,2003
排名第183,瑙鲁,￥0亿元,大洋州国家,2003
排名第184,索马里,￥0亿元,非洲国家,2003
排名第185,圣马力诺,￥0亿元,欧洲国家,2003
排名第1,美国,￥1015995.9561亿元,美洲国家,2004
排名第2,日本,￥398601.2829亿元,亚洲国家,2004
排名第3,德国,￥233665.5039亿元,欧洲国家,2004
排名第4,英国,￥197842.6479亿元,欧洲国家,2004
排名第5,法国,￥176051.79亿元,欧洲国家,2004
排名第6,中国,￥162744.0294亿元,亚洲国家,2004
排名第7,意大利,￥149048.9052亿元,欧洲国家,2004
排名第8,西班牙,￥88647.4977亿元,欧洲国家,2004
排名第9,加拿大,￥84687.7809亿元,美洲国家,2004
排名第10,墨西哥,￥63755.2479亿元,美洲国家,2004
排名第11,韩国,￥63310.11084亿元,亚洲国家,2004
排名第12,印度,￥59725.92153亿元,亚洲国家,2004
排名第13,巴西,￥55397.1333亿元,美洲国家,2004
排名第14,澳大利亚,￥54415.56387亿元,大洋州国家,2004
排名第15,荷兰,￥53917.70232亿元,欧洲国家,2004
排名第16,俄罗斯,￥52558.86723亿元,欧洲国家,2004
排名第17,土耳其,￥33509.68281亿元,亚洲国家,2004
排名第18,瑞士,￥32588.2044亿元,欧洲国家,2004
排名第19,瑞典,￥31596.86811亿元,欧洲国家,2004
排名第20,比利时,￥30739.70199亿元,欧洲国家,2004
排名第21,中国台湾,￥28837.64739亿元,亚洲,2004
排名第22,奥地利,￥24852.85128亿元,欧洲国家,2004
排名第23,印度尼西亚,￥23138.85012亿元,亚洲国家,2004
排名第24,挪威,￥21867.75123亿元,欧洲国家,2004
排名第25,沙特阿拉伯,￥21416.07534亿元,亚洲国家,2004
排名第26,波兰,￥20999.49393亿元,欧洲国家,2004
排名第27,丹麦,￥20805.8949亿元,欧洲国家,2004
排名第28,希腊,￥19934.98896亿元,欧洲国家,2004
排名第29,南非,￥18948.61887亿元,非洲国家,2004
排名第30,芬兰,￥16308.58695亿元,欧洲国家,2004
排名第31,爱尔兰,￥16067.89179亿元,欧洲国家,2004
排名第32,葡萄牙,￥15680.27988亿元,欧洲国家,2004
排名第33,伊朗,￥15110.32566亿元,亚洲国家,2004
排名第34,泰国,￥14310.51915亿元,亚洲国家,2004
排名第35,中国香港,￥13996.15869亿元,亚洲,2004
排名第36,阿根廷,￥13650.59394亿元,美洲国家,2004
排名第37,阿闻酋,￥12235.39248亿元,亚洲国家,2004
排名第38,以色列,￥11210.86542亿元,亚洲国家,2004
排名第39,马来西亚,￥11088.36582亿元,亚洲国家,2004
排名第40,尼日利亚,￥10788.65565亿元,非洲国家,2004
排名第41,捷克,￥9862.62489亿元,欧洲国家,2004
排名第42,哥伦比亚,￥9691.70484亿元,美洲国家,2004
排名第43,新加坡,￥9451.00968亿元,亚洲国家,2004
排名第44,委内瑞拉,￥9285.88353亿元,美洲国家,2004
排名第45,巴基斯坦,￥8741.09139亿元,亚洲国家,2004
排名第46,匈牙利,￥8582.83515亿元,欧洲国家,2004
排名第47,新西兰,￥8407.94214亿元,大洋州国家,2004
排名第48,智利,￥8213.84649亿元,美洲国家,2004
排名第49,菲律宾,￥7562.77767亿元,亚洲国家,2004
排名第50,阿尔及利亚,￥7062.51579亿元,非洲国家,2004
排名第51,埃及,￥6857.90835亿元,非洲国家,2004
排名第52,波多黎各,￥6648.25194亿元,美洲,2004
排名第53,孟加拉国,￥5677.44261亿元,亚洲国家,2004
排名第54,乌克兰,￥5564.29602亿元,欧洲国家,2004
排名第55,秘鲁,￥5521.5867亿元,美洲国家,2004
排名第56,摩洛哥,￥4935.24402亿元,非洲国家,2004
排名第57,科威特,￥4919.76603亿元,亚洲国家,2004
排名第58,越南,￥4098.7704亿元,亚洲国家,2004
排名第59,哈萨克斯坦,￥3571.69104亿元,亚洲国家,2004
排名第60,斯洛伐克,￥3569.12517亿元,欧洲国家,2004
排名第61,克罗地亚,￥3441.07998亿元,欧洲国家,2004
排名第62,伊拉克,￥3032.85834亿元,亚洲国家,2004
排名第63,厄瓜多尔,￥3028.71984亿元,美洲国家,2004
排名第64,卢森堡,￥2874.76764亿元,欧洲国家,2004
排名第65,斯洛文尼亚,￥2855.89608亿元,欧洲国家,2004
排名第66,利比亚,￥2731.07892亿元,非洲国家,2004
排名第67,卡塔尔,￥2626.62318亿元,亚洲国家,2004
排名第68,突尼斯,￥2581.09968亿元,非洲国家,2004
排名第69,保加利亚,￥2148.54366亿元,欧洲国家,2004
排名第70,叙利亚,￥2086.13508亿元,亚洲国家,2004
排名第71,阿曼,￥2049.71628亿元,亚洲国家,2004
排名第72,危地马拉,￥1983.58305亿元,美洲国家,2004
排名第73,斯里兰卡,￥1957.92435亿元,亚洲国家,2004
排名第74,白俄罗斯,￥1915.38057亿元,欧洲国家,2004
排名第75,立陶宛,￥1874.49219亿元,欧洲国家,2004
排名第76,多米尼加共和国,￥1862.82162亿元,,2004
排名第77,苏丹,￥1775.99589亿元,非洲国家,2004
排名第78,黎巴嫩,￥1750.25442亿元,亚洲国家,2004
排名第79,安哥拉,￥1625.68557亿元,非洲国家,2004
排名第80,肯尼亚,￥1495.15728亿元,非洲国家,2004
排名第81,塞浦路斯,￥1434.23856亿元,亚洲国家,2004
排名第82,科特迪瓦,￥1371.99552亿元,非洲国家,2004
排名第83,萨尔瓦多,￥1307.60046亿元,美洲国家,2004
排名第84,喀麦隆,￥1306.44168亿元,非洲国家,2004
排名第85,坦桑尼亚,￥1286.82519亿元,非洲国家,2004
排名第86,巴拿马,￥1242.62601亿元,美洲国家,2004
排名第87,加纳,￥1196.10927亿元,非洲国家,2004
排名第88,拉脱维亚,￥1189.98429亿元,欧洲国家,2004
排名第89,土库曼斯坦,￥1175.00292亿元,亚洲国家,2004
排名第90,也门,￥1147.85436亿元,亚洲国家,2004
排名第91,冰岛,￥1134.69393亿元,欧洲国家,2004
排名第92,乌拉圭,￥1134.61116亿元,美洲国家,2004
排名第93,特立尼达和多巴哥,￥1099.1856亿元,美洲国家,2004
排名第94,巴林,￥1088.4255亿元,亚洲国家,2004
排名第95,缅甸,￥1007.55921亿元,亚洲国家,2004
排名第96,爱沙尼亚,￥999.11667亿元,欧洲国家,2004
排名第97,乌兹别克斯坦,￥993.32277亿元,亚洲国家,2004
排名第98,约旦,￥944.48847亿元,亚洲国家,2004
排名第99,中国澳门,￥876.20322亿元,亚洲,2004
排名第100,波斯尼亚和黑塞哥维那,￥840.69489亿元,,2004
排名第101,埃塞俄比亚,￥839.45334亿元,非洲国家,2004
排名第102,牙买加,￥806.42811亿元,美洲国家,2004
排名第103,博茨瓦纳,￥742.36413亿元,非洲国家,2004
排名第104,玻利维亚,￥727.13445亿元,美洲国家,2004
排名第105,洪都拉斯,￥726.05844亿元,美洲国家,2004
排名第106,文莱,￥723.32703亿元,亚洲国家,2004
排名第107,阿塞拜疆,￥718.60914亿元,亚洲国家,2004
排名第108,津巴布韦,￥698.08218亿元,非洲国家,2004
排名第109,乌干达,￥685.74945亿元,非洲国家,2004
排名第110,塞内加尔,￥665.63634亿元,非洲国家,2004
排名第111,巴拉圭,￥664.97418亿元,美洲国家,2004
排名第112,加蓬,￥641.96412亿元,非洲国家,2004
排名第113,尼泊尔,￥602.06898亿元,亚洲国家,2004
排名第114,阿尔巴尼亚,￥594.70245亿元,欧洲国家,2004
排名第115,巴哈马,￥587.17038亿元,美洲国家,2004
排名第116,莫桑比克,￥558.61473亿元,非洲国家,2004
排名第117,纳米比亚,￥547.68909亿元,非洲国家,2004
排名第118,毛里求斯,￥544.54383亿元,非洲国家,2004
排名第119,巴布亚新几内亚,￥519.46452亿元,大洋州国家,2004
排名第120,赞比亚,￥514.91217亿元,非洲国家,2004
排名第121,马耳他,￥500.67573亿元,欧洲国家,2004
排名第122,赤道几内亚,￥492.4815亿元,非洲国家,2004
排名第123,尼加拉瓜,￥479.48661亿元,美洲国家,2004
排名第124,马斯顿,￥470.46468亿元,欧洲,2004
排名第125,马里,￥451.26204亿元,非洲国家,2004
排名第126,柬埔寨,￥441.49518亿元,亚洲国家,2004
排名第127,阿富汗,￥425.93442亿元,亚洲国家,2004
排名第128,格鲁吉亚,￥424.27902亿元,亚洲国家,2004
排名第129,几内亚,￥418.31958亿元,非洲国家,2004
排名第130,乍得,￥414.09831亿元,非洲国家,2004
排名第131,布基纳法索,￥400.85511亿元,非洲国家,2004
排名第132,刚果,￥385.29435亿元,非洲国家,2004
排名第133,贝宁,￥374.69979亿元,非洲国家,2004
排名第134,马达加斯加,￥361.20828亿元,非洲国家,2004
排名第135,亚美尼亚,￥296.06829亿元,亚洲国家,2004
排名第136,海地,￥292.84026亿元,美洲国家,2004
排名第137,巴巴多斯,￥290.85378亿元,美洲国家,2004
排名第138,马拉维,￥287.70852亿元,非洲国家,2004
排名第139,尼日尔,￥240.11577亿元,非洲国家,2004
排名第140,斯威士兰,￥236.63943亿元,非洲国家,2004
排名第141,斐济,￥225.71379亿元,大洋州国家,2004
排名第142,老挝,￥219.25773亿元,亚洲国家,2004
排名第143,摩尔多瓦,￥215.03646亿元,欧洲国家,2004
排名第144,蒙古,￥191.77809亿元,亚洲国家,2004
排名第145,吉尔吉斯斯坦,￥183.25278亿元,亚洲国家,2004
排名第146,卢旺达,￥173.07207亿元,非洲国家,2004
排名第147,塔吉克斯坦,￥171.58221亿元,亚洲国家,2004
排名第148,多哥,￥160.5738亿元,非洲国家,2004
排名第149,圣马力诺,￥155.6076亿元,欧洲国家,2004
排名第150,苏里南,￥154.61436亿元,美洲国家,2004
排名第151,毛里塔尼亚,￥151.55187亿元,非洲国家,2004
排名第152,莱索托,￥121.83744亿元,非洲国家,2004
排名第153,塞拉利昂,￥119.10603亿元,非洲国家,2004
排名第154,圭亚那,￥104.2902亿元,美洲国家,2004
排名第155,中非,￥104.04189亿元,非洲国家,2004
排名第156,马尔代夫,￥101.55879亿元,亚洲国家,2004
排名第157,厄立特里亚,￥91.79193亿元,非洲国家,2004
排名第158,伯利兹,￥87.57066亿元,美洲国家,2004
排名第159,佛得角,￥84.67371亿元,非洲国家,2004
排名第160,圣卢西亚,￥77.47272亿元,美洲国家,2004
排名第161,安提瓜和巴布达,￥76.1484亿元,美洲国家,2004
排名第162,布隆迪,￥75.73455亿元,非洲国家,2004
排名第163,塞舌尔,￥69.44403亿元,非洲国家,2004
排名第164,不丹,￥55.4559亿元,亚洲国家,2004
排名第165,吉布提,￥55.12482亿元,非洲国家,2004
排名第166,格林纳达,￥49.57923亿元,美洲国家,2004
排名第167,利比里亚,￥48.42045亿元,非洲国家,2004
排名第168,冈比亚,￥47.92383亿元,,2004
排名第169,几内亚比绍,￥44.03364亿元,非洲国家,2004
排名第170,圣文森特和格林纳丁斯,￥43.20594亿元,美洲国家,2004
排名第171,圣基茨和尼维斯,￥41.63331亿元,美洲国家,2004
排名第172,西萨摩亚,￥33.77016亿元,大洋州国家,2004
排名第173,多米尼克,￥30.37659亿元,美洲国家,2004
排名第174,瓦努阿图,￥30.21105亿元,大洋州国家,2004
排名第175,所罗门群岛,￥30.04551亿元,大洋州国家,2004
排名第176,科摩罗,￥30.04551亿元,非洲国家,2004
排名第177,汤加,￥20.52696亿元,大洋州国家,2004
排名第178,密克罗尼西亚,￥19.94757亿元,大洋州国家,2004
排名第179,贝劳,￥14.31921亿元,,2004
排名第180,马绍尔群岛,￥10.84287亿元,大洋州国家,2004
排名第181,圣多美和普林西比Sao,￥8.93916亿元,,2004
排名第182,基里巴斯,￥8.52531亿元,大洋州国家,2004
排名第183,瑙鲁,￥2.56587亿元,大洋州国家,2004
排名第184,图瓦卢,￥1.82094亿元,大洋州国家,2004
排名第185,索马里,￥0亿元,非洲国家,2004
排名第1,美国,￥1083765.549亿元,美洲国家,2005
排名第2,日本,￥393652.4646亿元,亚洲国家,2005
排名第3,德国,￥237244.4787亿元,欧洲国家,2005
排名第4,英国,￥207849.5409亿元,欧洲国家,2005
排名第5,中国,￥191098.5483亿元,亚洲国家,2005
排名第6,法国,￥182710.6365亿元,欧洲国家,2005
排名第7,意大利,￥153607.0491亿元,欧洲国家,2005
排名第8,加拿大,￥96797.0319亿元,美洲国家,2005
排名第9,西班牙,￥95951.9502亿元,欧洲国家,2005
排名第10,韩国,￥74338.79949亿元,亚洲国家,2005
排名第11,巴西,￥73800.46341亿元,美洲国家,2005
排名第12,墨西哥,￥71707.45842亿元,美洲国家,2005
排名第13,印度,￥69048.22386亿元,亚洲国家,2005
排名第14,俄罗斯,￥67918.41336亿元,欧洲国家,2005
排名第15,澳大利亚,￥60823.20342亿元,大洋州国家,2005
排名第16,荷兰,￥56258.35515亿元,欧洲国家,2005
排名第17,土耳其,￥41481.26151亿元,亚洲国家,2005
排名第18,瑞士,￥33835.21722亿元,欧洲国家,2005
排名第19,瑞典,￥32201.08911亿元,欧洲国家,2005
排名第20,比利时,￥32117.16033亿元,欧洲国家,2005
排名第21,中国台湾,￥31103.88999亿元,亚洲,2005
排名第22,沙特阿拉伯,￥27165.61062亿元,亚洲国家,2005
排名第23,奥地利,￥26088.11076亿元,欧洲国家,2005
排名第24,印度尼西亚,￥25726.15755亿元,亚洲国家,2005
排名第25,挪威,￥25549.36083亿元,欧洲国家,2005
排名第26,波兰,￥25197.6711亿元,欧洲国家,2005
排名第27,丹麦,￥21891.75453亿元,欧洲国家,2005
排名第28,南非,￥21327.09759亿元,非洲国家,2005
排名第29,希腊,￥20544.09339亿元,欧洲国家,2005
排名第30,伊朗,￥18387.76935亿元,亚洲国家,2005
排名第31,爱尔兰,￥17546.82615亿元,欧洲国家,2005
排名第32,芬兰,￥16950.13722亿元,欧洲国家,2005
排名第33,阿根廷,￥16493.82621亿元,美洲国家,2005
排名第34,葡萄牙,￥16358.82834亿元,欧洲国家,2005
排名第35,泰国,￥15669.85086亿元,亚洲国家,2005
排名第36,中国香港,￥15028.5489亿元,亚洲,2005
排名第37,阿闻酋,￥14949.66909亿元,亚洲国家,2005
排名第38,尼日利亚,￥14041.51665亿元,非洲国家,2005
排名第39,马来西亚,￥12270.23865亿元,亚洲国家,2005
排名第40,哥伦比亚,￥12129.69519亿元,美洲国家,2005
排名第41,委内瑞拉,￥11860.1133亿元,美洲国家,2005
排名第42,以色列,￥11791.66251亿元,亚洲国家,2005
排名第43,捷克,￥11279.97837亿元,欧洲国家,2005
排名第44,新加坡,￥10546.5534亿元,亚洲国家,2005
排名第45,智利,￥10177.23366亿元,美洲国家,2005
排名第46,巴基斯坦,￥9806.17575亿元,亚洲国家,2005
排名第47,新西兰,￥9369.89508亿元,大洋州国家,2005
排名第48,匈牙利,￥9318.99153亿元,欧洲国家,2005
排名第49,阿尔及利亚,￥8541.69846亿元,非洲国家,2005
排名第50,菲律宾,￥8531.43498亿元,亚洲国家,2005
排名第51,埃及,￥7790.89179亿元,非洲国家,2005
排名第52,乌克兰,￥7389.87114亿元,欧洲国家,2005
排名第53,波多黎各,￥6945.64455亿元,美洲,2005
排名第54,科威特,￥6688.39539亿元,亚洲国家,2005
排名第55,秘鲁,￥6205.2669亿元,美洲国家,2005
排名第56,孟加拉国,￥5870.13117亿元,亚洲国家,2005
排名第57,摩洛哥,￥5160.13011亿元,非洲国家,2005
排名第58,越南,￥4771.52496亿元,亚洲国家,2005
排名第59,哈萨克斯坦,￥4728.23625亿元,亚洲国家,2005
排名第60,伊拉克,￥4143.88005亿元,亚洲国家,2005
排名第61,斯洛伐克,￥4059.70296亿元,欧洲国家,2005
